"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,-0.556217745949212,0.342482530706596,0.564811044247176,-0.536396643052738,0.425399465574078,-0.292852556069378,-0.722542613872327,0,0.59972438880185,0.00477007152712755,-0.401645250553656,-0.556217745949212
0,0,-0.556217745949212,1,-0.190494861256605,-0.314157925918385,0.298353331733517,-0.236614731869613,0.162889788632375,0.401891024040317,0,-0.333577347730134,-0.0026531984328354,0.223402215934161,0.309378180908822
0,0,0.342482530706596,-0.190494861256605,1,0.534235159935505,-0.676806737194947,0.462350108558533,-0.144496969593936,-0.473996307112086,0,0.497152772807133,-0.385537783646519,-0.223300711238543,-0.190494861256605
0,0,0.564811044247176,-0.314157925918385,0.534235159935505,1,-0.806481079156961,0.593475488819845,-0.300833289322315,-0.781699284447987,0,0.740807664432635,-0.054582568014643,-0.479106038547862,-0.314157925918385
0,0,-0.536396643052738,0.298353331733517,-0.676806737194947,-0.806481079156961,1,-0.701534297890416,0.269142697671466,0.742373712988392,0,-0.798743672698655,0.113672744203729,0.501141808683088,0.298353331733517
0,0,0.425399465574078,-0.236614731869613,0.462350108558533,0.593475488819845,-0.701534297890416,1,-0.495524728825019,-0.588753462296475,0,0.664118229659778,-0.0399138730024171,-0.432047150731,-0.236614731869613
0,0,-0.292852556069378,0.162889788632375,-0.144496969593936,-0.300833289322315,0.269142697671466,-0.495524728825019,1,0.405308351987562,0,-0.528805142164314,-0.0898646312863744,0.378264275521212,0.162889788632375
0,0,-0.722542613872327,0.401891024040317,-0.473996307112085,-0.781699284447987,0.742373712988392,-0.588753462296475,0.405308351987562,1,0,-0.830019402714178,-0.00660178574321489,0.555877595095902,0.401891024040317
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0.59972438880185,-0.333577347730134,0.497152772807133,0.740807664432634,-0.798743672698655,0.664118229659779,-0.528805142164314,-0.830019402714178,0,1,0.0481564206822661,-0.681034323934483,-0.333577347730134
0,0,0.00477007152712757,-0.00265319843283541,-0.385537783646519,-0.054582568014643,0.113672744203729,-0.0399138730024171,-0.0898646312863744,-0.00660178574321492,0,0.0481564206822662,1,-0.31366550331556,-0.00265319843283541
0,0,-0.401645250553656,0.223402215934161,-0.223300711238543,-0.479106038547862,0.501141808683088,-0.432047150731,0.378264275521212,0.555877595095901,0,-0.681034323934483,-0.31366550331556,1,0.223402215934161
0,0,-0.556217745949212,0.309378180908822,-0.190494861256605,-0.314157925918385,0.298353331733517,-0.236614731869613,0.162889788632375,0.401891024040317,0,-0.333577347730134,-0.00265319843283539,0.223402215934161,1
