"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1,-0.189355912280069,-0.189355912280069,-0.330033559650495,0.446135770249398,-0.644958431991689,0.415971378997178,0,0.264569801659839,-0.207279667006313,0.181837349083289
-0.189355912280069,1,0.35819098715694,0.573747447019014,-0.424435620067442,0.293593978910116,-0.189355912280069,0,-0.715712492854823,0.560731596200632,-0.652131337436534
-0.189355912280069,0.358190987156941,1,0.573747447019014,-0.424435620067442,0.293593978910116,-0.189355912280069,0,-0.715712492854823,0.560731596200632,-0.652131337436533
-0.330033559650495,0.573747447019014,0.573747447019014,1,-0.739760363680322,0.511712915561585,-0.330033559650495,0,-0.801645147663217,0.628056332288818,-0.550966238935985
0.446135770249398,-0.424435620067442,-0.424435620067442,-0.739760363680322,1,-0.691727944189661,0.446135770249398,0,0.593025305977907,-0.464611180785705,0.407582985290864
-0.644958431991689,0.293593978910116,0.293593978910116,0.511712915561585,-0.691727944189662,1,-0.644958431991689,0,-0.410212175756543,0.321384536932427,-0.281936540501934
0.415971378997178,-0.189355912280069,-0.189355912280069,-0.330033559650495,0.446135770249398,-0.644958431991689,1,0,0.264569801659839,-0.207279667006313,0.181837349083289
0,0,0,0,0,0,0,1,0,0,0
0.264569801659839,-0.715712492854824,-0.715712492854823,-0.801645147663217,0.593025305977907,-0.410212175756542,0.264569801659839,0,1,-0.783459282601026,0.687294422653269
-0.207279667006313,0.560731596200632,0.560731596200632,0.628056332288818,-0.464611180785705,0.321384536932427,-0.207279667006313,0,-0.783459282601026,1,-0.538467195307617
0.181837349083289,-0.652131337436534,-0.652131337436534,-0.550966238935986,0.407582985290864,-0.281936540501934,0.181837349083289,0,0.687294422653269,-0.538467195307617,1
